,g,Err_g,r,Err_r,i,Err_i,z,Err_z,extinction_i,w1,w1_sig,w2,w2_sig,psfMag_g,psfMag_r,psfMag_i,psfMag_z,index,g-r,r-i,i-z,z-w1,w1-w2,max_pis,sigs,PhotoZ,Mean_PhotoZ,Mean_delta
136,20.0922,0.02227957,19.5876,0.02205919,19.339579999999998,0.02923995,19.11608,0.09857157,0.03470428,17.031,0.235,16.218,0.251,21.19896,20.845860000000002,20.633570000000002,20.37773,136,0.5045999999999999,0.24802000000000035,0.2234999999999978,2.0850800000000014,0.8129999999999988,0.859813392162323,0.19704115390777588,0.298603964930834,0.9273162484169006,0.24226535856723785
137,19.55037,0.01887564,18.37741,0.0110543,17.89239,0.01062395,17.53943,0.0248557,0.031312599999999996,14.742,0.035,14.613,0.10400000000000001,20.83352,19.500510000000002,19.226329999999997,18.84165,137,1.1729599999999998,0.4850200000000022,0.3529599999999995,2.7974299999999985,0.12900000000000134,0.9584210515022278,0.11027556657791138,0.12427032797069705,0.24646544456481934,0.1232469230890274
138,20.4424,0.02334696,19.60353,0.01751734,19.18476,0.01974194,18.89133,0.05380868,0.03448209,15.967,0.11,15.508,0.175,20.924310000000002,20.244310000000002,19.80111,19.42944,138,0.83887,0.41876999999999853,0.29343000000000075,2.9243299999999994,0.4590000000000014,0.885757565498352,0.13269853591918945,0.1960947313341082,0.5591035485267639,0.16656385362148285
139,18.91872,0.01201535,18.08611,0.009312439,17.652739999999998,0.01042251,17.37847,0.03123983,0.03192085,14.665,0.031,14.504000000000001,0.068,20.69748,19.86283,19.445729999999998,19.15321,139,0.832609999999999,0.4333700000000036,0.2742699999999978,2.713470000000001,0.1609999999999978,0.9778261184692383,0.13368433713912964,0.09680898368460525,0.18575754761695862,0.14067484438419342
140,20.87295,0.03251689,20.35579,0.0308594,19.8812,0.03405903,19.67824,0.11010519999999999,0.03223624,14.888,0.052000000000000005,14.319,0.075,21.30989,20.90527,20.45753,20.18853,140,0.5171600000000005,0.4745899999999992,0.20296000000000092,4.790239999999999,0.5689999999999991,0.9469007849693298,0.18252825736999512,0.6354244390116265,0.7400599122047424,0.19422052800655365
141,20.15602,0.02488439,18.89849,0.01414519,18.352970000000003,0.01430288,18.01525,0.03919915,0.03247519,14.873,0.040999999999999995,14.478,0.098,21.2684,20.02006,19.4551,19.0926,141,1.2575300000000027,0.5455199999999962,0.3377200000000009,3.1422500000000024,0.3949999999999996,0.9668843150138855,0.07849550247192383,0.2822446494136866,0.3396094739437103,0.0883772149682045
142,18.91011,0.01013072,18.111420000000003,0.007964561,17.626170000000002,0.008057385,17.3396,0.020608500000000002,0.0378386,14.627,0.03,14.355,0.059000000000000004,19.81176,18.98943,18.573320000000002,18.2468,142,0.798689999999997,0.4852500000000006,0.2865700000000011,2.7126,0.27200000000000024,0.9452660083770752,0.1353936791419983,0.11999830583911728,0.32264450192451477,0.15272723138332367
143,20.65033,0.02361759,20.19229,0.02219192,19.66412,0.02133379,19.44825,0.06439742,0.03500817,15.345999999999998,0.051,14.698,0.067,20.823439999999998,20.44268,20.002229999999997,19.80053,143,0.45804000000000045,0.5281699999999994,0.2158699999999989,4.102250000000003,0.6479999999999979,0.9407137632369995,0.17040151357650757,0.3181389567005154,0.4687993824481964,0.18443138897418976
144,20.06103,0.01988601,18.87298,0.01176839,18.43856,0.01237767,18.139229999999998,0.03454332,0.0325486,15.581,0.081,15.359000000000002,0.27,20.74887,19.63981,19.22062,18.87479,144,1.1880500000000005,0.43441999999999936,0.2993300000000012,2.5582299999999982,0.22199999999999775,0.8839967250823975,0.09091818332672119,0.23236126417835964,0.4371728003025055,0.1252458095550537
145,19.5227,0.02021191,18.48735,0.01318492,17.9419,0.012834799999999999,17.575879999999998,0.03538714,0.03680951,14.946,0.046,14.492,0.061,21.237379999999998,20.24545,19.75176,19.399820000000002,145,1.035350000000001,0.5454499999999989,0.36602000000000245,2.629879999999998,0.45399999999999885,0.9690476059913635,0.12232482433319092,0.15359374574548806,0.2531098425388336,0.13161876797676086
146,19.1803,0.01242423,18.12089,0.008225187,17.68908,0.008638001,17.4369,0.02311394,0.03952384,14.259,0.039,14.164000000000001,0.079,20.10836,19.14193,18.813129999999997,18.419810000000002,146,1.0594099999999997,0.4318099999999987,0.2521799999999992,3.177900000000001,0.09499999999999886,0.9570814371109009,0.09915947914123535,0.2385265430808982,0.3145279586315155,0.11209453642368317
147,19.945529999999998,0.02223615,18.8261,0.01381861,18.32875,0.01420321,18.01784,0.04551835,0.03314663,14.999,0.027000000000000003,14.702,0.068,21.34935,20.31397,19.91527,19.362920000000003,147,1.1194299999999977,0.49735000000000085,0.3109099999999998,3.018839999999999,0.2970000000000006,0.9581342339515686,0.11797529458999634,0.16814895767070986,0.2833694517612457,0.13003405928611755
148,21.52391,0.07973006,20.18419,0.04067817,19.3544,0.03258084,19.15886,0.1218607,0.03455069,15.796,0.08199999999999999,15.774000000000001,0.245,22.6819,21.45127,20.634539999999998,20.26057,148,1.3397199999999998,0.8297900000000027,0.1955399999999976,3.3628600000000013,0.021999999999998465,0.9407274723052979,0.06220918893814087,0.49764985488989844,0.5654282569885254,0.07877840101718903
149,21.02297,0.03838898,19.63019,0.0186704,19.030929999999998,0.01737703,18.634120000000003,0.04512328,0.03700921,15.135,0.049,14.844000000000001,0.134,21.71752,20.37298,19.82564,19.39011,149,1.392780000000002,0.599260000000001,0.396809999999995,3.499120000000003,0.2909999999999986,0.954983651638031,0.07123297452926636,0.3176667438591415,0.38293004035949707,0.08405638486146927
150,20.39634,0.024684,19.47671,0.01838664,19.11657,0.02093573,18.69953,0.06168608,0.03939798,15.782,0.092,15.052999999999999,0.098,21.30741,20.425620000000002,20.15462,19.72692,150,0.919629999999998,0.36014000000000124,0.4170400000000001,2.9175299999999993,0.729000000000001,0.9547380208969116,0.1229514479637146,0.20830684070370178,0.36979392170906067,0.13601325452327728
151,19.39322,0.01223389,18.5836,0.009782147,18.095660000000002,0.009889835,17.78227,0.028295499999999998,0.03935733,14.977,0.033,14.574000000000002,0.07200000000000001,20.23045,19.49035,19.03765,18.66218,151,0.8096199999999989,0.48793999999999826,0.31339000000000183,2.80527,0.4029999999999987,0.9554111957550049,0.1267734169960022,0.13335217982010494,0.31259089708328247,0.1406618058681488
152,18.03509,0.01133739,16.91785,0.0067136209999999995,16.45627,0.006567607,16.094070000000002,0.01526701,0.07428685,13.95,0.02,13.667,0.026000000000000002,20.14048,19.03141,18.68985,18.25635,152,1.117239999999999,0.46158000000000143,0.36219999999999786,2.144070000000003,0.2829999999999995,0.9777957797050476,0.13378536701202393,0.09217900889605557,0.17576587200164795,0.1413118988275528
153,18.8659,0.01297087,17.85559,0.008102279,17.43402,0.007829363,17.08015,0.0176614,0.07557894,14.193,0.021,14.159,0.07200000000000001,19.83079,18.93964,18.639,18.21961,153,1.0103100000000005,0.4215699999999991,0.3538700000000006,2.88715,0.03399999999999892,0.9524818062782288,0.12680655717849731,0.12995746789652435,0.26932084560394287,0.1414606124162674
154,18.50301,0.012757899999999999,17.93212,0.009936567,17.59609,0.01125079,17.37368,0.02916938,0.0696985,14.982000000000001,0.047,14.722999999999999,0.11,20.705,20.10089,19.846220000000002,19.45927,154,0.5708899999999986,0.33603000000000094,0.22241,2.391679999999999,0.2590000000000021,0.9821272492408752,0.16046106815338135,0.07151033390130633,0.1648675948381424,0.16634997725486755
155,18.602420000000002,0.01191941,17.5122,0.00697824,16.97576,0.006574084,16.54876,0.01447231,0.07617928,13.9,0.021,13.762,0.033,20.041729999999998,18.96132,18.40708,17.841479999999997,155,1.0902200000000022,0.5364399999999989,0.4269999999999996,2.648760000000001,0.1379999999999999,0.9576569199562073,0.12691915035247803,0.12729895572910574,0.2583850920200348,0.14036442339420319
156,19.54872,0.01671436,18.39565,0.009217317,17.92223,0.008995385,17.5689,0.02116587,0.07844529,14.561,0.023,14.525,0.08199999999999999,20.17503,19.07808,18.60132,18.17295,156,1.1530699999999996,0.47342000000000084,0.3533299999999997,3.0078999999999994,0.03599999999999959,0.9068349599838257,0.1003074049949646,0.20890509438920468,0.37454676628112793,0.12777411937713623
157,18.863410000000002,0.01171511,18.13703,0.009758078,17.7273,0.009646198,17.48237,0.02652203,0.07672159,14.559000000000001,0.045,14.075999999999999,0.059000000000000004,20.34078,19.71165,19.34735,19.00798,157,0.7263800000000025,0.4097299999999997,0.2449300000000001,2.9233699999999985,0.4830000000000023,0.9724875688552856,0.14466321468353271,0.1531985845162808,0.25088950991630554,0.15240029990673065
158,19.27283,0.01384306,18.09066,0.00762995,17.59335,0.00744411,17.17069,0.01558934,0.07537381,14.595,0.035,14.335,0.051,19.9369,18.87084,18.27842,17.83199,158,1.1821699999999993,0.4973099999999988,0.4226600000000005,2.57569,0.2599999999999998,0.8983904719352722,0.11278724670410156,0.16301820485054372,0.4170897901058197,0.14351534843444824
159,19.513289999999998,0.01738174,18.7638,0.01307051,18.3646,0.01267291,18.10243,0.03712974,0.08748764,15.5,0.10300000000000001,15.43,0.294,20.8574,20.27514,19.82982,19.56706,159,0.749489999999998,0.39920000000000044,0.2621700000000011,2.6024299999999982,0.07000000000000028,0.9124765992164612,0.16129392385482788,0.11869866751731774,0.3867180049419403,0.18870405852794647
160,19.1012,0.01057556,18.70467,0.009485167,18.30331,0.009556408,18.25985,0.02772559,0.08521435,14.235,0.028999999999999998,13.895,0.043,19.31455,19.00532,18.58622,18.50017,160,0.3965299999999985,0.4013600000000004,0.04345999999999961,4.024850000000001,0.33999999999999986,0.9189221858978271,0.20532655715942383,0.2678930635249885,0.4672980308532715,0.22461563348770142
161,18.79692,0.009383321,18.034679999999998,0.006904326,17.56927,0.006679479,17.29531,0.01581844,0.0919848,14.37,0.021,14.182,0.065,19.39708,18.76513,18.289720000000003,17.89787,161,0.762240000000002,0.46540999999999855,0.27395999999999887,2.9253100000000014,0.18799999999999883,0.9323448538780212,0.14198780059814453,0.12628369121248195,0.3645692765712738,0.16283197700977325
162,19.17449,0.01254249,18.26032,0.008912086,17.763560000000002,0.008146926,17.38102,0.02098572,0.1038336,14.562000000000001,0.033,14.43,0.113,20.21578,19.35875,18.837429999999998,18.340999999999998,162,0.9141699999999986,0.4967599999999983,0.3825400000000023,2.8190199999999983,0.13200000000000145,0.9442365765571594,0.1290907859802246,0.13185665310366743,0.3137666881084442,0.14643342792987823
163,20.50996,0.03083762,19.34771,0.01578413,18.86402,0.01541555,18.52597,0.0391156,0.08170118,15.804,0.073,15.584000000000001,0.168,20.97106,19.886110000000002,19.391560000000002,19.00504,163,1.1622500000000002,0.4836899999999993,0.3380499999999991,2.7219700000000007,0.21999999999999886,0.860409677028656,0.09297800064086914,0.21450113805525178,0.4801603853702545,0.13273605704307556
164,20.054029999999997,0.018886299999999998,18.89457,0.01061881,18.42996,0.01061042,18.08989,0.02241,0.06901981,15.193,0.047,15.017999999999999,0.172,20.441329999999997,19.33076,18.8468,18.504089999999998,164,1.1594599999999957,0.4646100000000004,0.34007000000000076,2.896890000000001,0.1750000000000007,0.8744918704032898,0.09473943710327148,0.23091356927715173,0.4529620110988617,0.13103072345256805
165,15.81564,0.003131684,14.847320000000002,0.002433205,14.39739,0.002392061,14.08564,0.004224986,0.08284145,11.958,0.006999999999999999,11.847999999999999,0.008,18.35547,17.37567,16.83182,16.4474,165,0.9683199999999985,0.44993000000000194,0.31174999999999997,2.1276399999999995,0.11000000000000121,0.9812622666358948,0.17022323608398438,0.09104006701575948,0.15278008580207825,0.1766134649515152
166,18.84113,0.01171519,17.6909,0.006936565,17.18575,0.006605808,16.83912,0.01472385,0.08722217,14.343,0.027999999999999997,14.324000000000002,0.073,19.97545,18.82357,18.27175,17.901970000000002,166,1.1502300000000005,0.5051500000000004,0.34662999999999755,2.4961200000000012,0.01899999999999835,0.9124971032142639,0.12749344110488892,0.11229711706900111,0.3453480005264282,0.15476535260677338
167,19.57992,0.01424131,18.46988,0.008667575,18.00882,0.00841467,17.641289999999998,0.01848455,0.08048481,14.520999999999999,0.025,14.118,0.055,20.025579999999998,18.92932,18.4516,18.0547,167,1.1100400000000015,0.4610599999999998,0.36753000000000213,3.120289999999999,0.4029999999999987,0.937285304069519,0.11499178409576416,0.13955304909021976,0.325659841299057,0.13387514650821686
168,18.02628,0.00651045,17.53218,0.005787997,17.14624,0.005867459,16.98292,0.01646239,0.07590245,14.264000000000001,0.031,14.129000000000001,0.1,19.03452,18.84601,18.25558,18.25251,168,0.49409999999999954,0.3859400000000015,0.1633199999999988,2.718919999999999,0.1349999999999998,0.9308008551597595,0.1894051432609558,0.11755680370132814,0.3660447895526886,0.21041536331176758
169,20.05968,0.02437127,19.0036,0.014466499999999998,18.4398,0.01308746,18.08931,0.03612664,0.07615435,14.921,0.05,14.481,0.066,21.04782,20.136029999999998,19.538339999999998,19.16815,169,1.0560800000000015,0.563799999999997,0.35049000000000063,3.1683100000000017,0.4399999999999995,0.9535097479820251,0.11051583290100098,0.21776135329640287,0.33618804812431335,0.12370537221431732
170,20.88581,0.04639291,19.80401,0.02586925,19.40455,0.02784831,18.774179999999998,0.06322992,0.06738984,15.145999999999999,0.062,14.559000000000001,0.075,21.73714,20.9706,20.37209,19.8304,170,1.0817999999999977,0.39946000000000126,0.6303700000000028,3.6281799999999986,0.586999999999998,0.9422229528427124,0.1393284797668457,0.4021888163830089,0.5424113869667053,0.15440498292446136
171,18.74994,0.01091517,18.188010000000002,0.009261676,17.802529999999997,0.009479634,17.58053,0.0272002,0.06349683,15.395,0.066,15.276,0.11800000000000001,19.82968,19.37785,18.947210000000002,18.698179999999997,171,0.5619299999999967,0.3854800000000047,0.22199999999999775,2.18553,0.11899999999999977,0.7919119000434875,0.19999665021896362,0.09149521101957138,0.7075880169868469,0.2649499773979187
172,19.71627,0.02395596,18.80379,0.01564123,18.3195,0.01512534,18.055139999999998,0.04489462,0.06968273,15.331,0.059000000000000004,15.075,0.09300000000000001,20.8812,20.11366,19.6232,19.4046,172,0.9124800000000022,0.4842899999999979,0.2643600000000035,2.7241399999999985,0.2560000000000002,0.9306263327598572,0.13898897171020508,0.1355568051053177,0.3516716957092285,0.1600247621536255
173,20.23616,0.02447913,19.567999999999998,0.01884124,19.30484,0.02222694,19.122120000000002,0.06218665,0.06982154,16.750999999999998,0.27,15.735,0.27399999999999997,21.03218,20.491870000000002,20.1458,19.86944,173,0.6681600000000039,0.2631599999999992,0.18271999999999622,2.371120000000005,1.0159999999999982,0.8642338514328003,0.17076009511947632,0.415367252280719,0.9829970598220825,0.21312367916107178
174,18.478679999999997,0.008684962,17.41262,0.005479165,16.96236,0.005347834,16.58493,0.01094129,0.08123157,13.887,0.03,13.815999999999999,0.039,19.19902,18.19114,17.82039,17.29628,174,1.0660599999999967,0.4502600000000001,0.3774300000000004,2.6979299999999995,0.0710000000000015,0.9111955165863037,0.13271558284759521,0.13563572959592196,0.376119464635849,0.16018547117710114
175,17.90217,0.007718091999999999,17.27607,0.006271461,16.88961,0.006506358,16.653779999999998,0.01726892,0.07680254,14.25,0.024,14.095999999999998,0.057,19.66572,19.10136,18.77617,18.3162,175,0.626100000000001,0.3864599999999996,0.23583000000000354,2.4037799999999976,0.1540000000000017,0.9708350300788879,0.16753947734832764,0.08013402153394243,0.2133817970752716,0.17720669507980347
176,19.93879,0.02099479,19.142979999999998,0.01514416,18.71943,0.01503539,18.41859,0.03991663,0.05974898,15.573,0.045,15.543,0.17600000000000002,20.7082,20.01287,19.74128,19.2505,176,0.795810000000003,0.42354999999999876,0.3008400000000009,2.845589999999998,0.030000000000001137,0.8491779565811157,0.15297293663024902,0.13699231962826966,0.5356897711753845,0.19807419180870056
177,21.90126,0.06938855,21.1351,0.04743636,20.903779999999998,0.05299866,20.76826,0.17957720000000002,0.05642086,15.623,0.064,14.902000000000001,0.10300000000000001,21.958820000000003,21.19409,20.97138,20.81104,177,0.7661599999999993,0.23132000000000374,0.1355199999999961,5.145260000000002,0.7209999999999983,0.9603320360183716,0.13226914405822754,0.9989633404024223,1.0419337749481201,0.13968119025230408
178,19.538439999999998,0.01339346,19.06907,0.01174141,18.685760000000002,0.01216786,18.4925,0.03580643,0.06930123,16.006,0.126,15.902999999999999,0.298,19.88465,19.56409,19.13178,18.96592,178,0.46936999999999784,0.38330999999999804,0.1932600000000022,2.4864999999999995,0.10300000000000153,0.6303408145904541,0.19701606035232544,0.1289851563281305,1.1427137851715088,0.3126831352710724
179,20.92642,0.04007373,20.113129999999998,0.02741394,19.79434,0.02842592,19.5815,0.09051093,0.08318395,15.056,0.038,14.773,0.066,21.32909,20.59394,20.32686,20.05745,179,0.8132900000000021,0.3187899999999999,0.21283999999999992,4.525499999999999,0.2829999999999995,0.9454920887947083,0.14938926696777344,0.31267131548606275,0.4133303761482239,0.16179165244102478
180,21.91911,0.0874217,20.7692,0.04416687,20.38267,0.04399709,20.45534,0.184001,0.07801645,15.809000000000001,0.08199999999999999,15.514000000000001,0.17600000000000002,22.23868,21.24651,20.94775,20.89789,180,1.1499099999999984,0.3865300000000005,-0.07266999999999868,4.646339999999999,0.29499999999999993,0.9337710738182068,0.1345493197441101,0.6531259550921557,0.7883616089820862,0.15002977848052979
181,21.22867,0.04693605,20.2403,0.03038365,19.7655,0.02921806,19.49492,0.09431566,0.06965299,16.27,0.19699999999999998,15.574000000000002,0.159,21.69722,20.80493,20.36526,20.02992,181,0.9883699999999997,0.4748000000000019,0.27057999999999893,3.224920000000001,0.695999999999998,0.9062191843986511,0.11655271053314209,0.4224124244068024,0.6833873391151428,0.1426730901002884
182,19.39621,0.01635762,18.93649,0.01490699,18.65656,0.01688772,18.596239999999998,0.05153724,0.07548597,15.481,0.062,14.985999999999999,0.12,20.49129,20.08219,19.86259,19.78911,182,0.4597200000000008,0.27993000000000023,0.06032000000000082,3.1152399999999982,0.495000000000001,0.9659016132354736,0.15532386302947998,0.1488342177803678,0.28991174697875977,0.1649584025144577
183,19.97223,0.02776514,19.06034,0.01748235,18.70049,0.0202709,18.4523,0.05986635,0.05354344,15.605,0.068,15.09,0.10300000000000001,21.15706,20.29264,19.91701,19.54976,183,0.9118899999999996,0.35985000000000156,0.24818999999999747,2.8473000000000006,0.5150000000000006,0.9513322710990906,0.12873786687850952,0.1599421252619599,0.32947710156440735,0.14315463602542877
184,18.68974,0.01240968,17.97774,0.01013322,17.613039999999998,0.01150458,17.39225,0.03147885,0.04508669,15.547,0.059000000000000004,15.435,0.124,20.0001,19.28209,18.99996,18.771060000000002,184,0.7119999999999997,0.3647000000000027,0.22078999999999738,1.84525,0.1120000000000001,0.8579073548316956,0.17704135179519653,0.06462701183170343,0.5457103252410889,0.22249239683151245
185,20.05579,0.02696083,18.89369,0.01571815,18.39452,0.01592596,18.07207,0.04905707,0.04382716,15.173,0.034,14.998,0.126,21.166629999999998,19.98293,19.38885,19.14909,185,1.1620999999999988,0.49916999999999945,0.3224499999999999,2.89907,0.1750000000000007,0.9095153212547302,0.11959588527679443,0.1514322373656489,0.36671966314315796,0.14621955156326294
186,19.984289999999998,0.02027381,19.183020000000003,0.01601147,18.789379999999998,0.01734185,18.52078,0.05686944,0.03766352,15.92,0.105,15.36,0.124,20.74586,19.9578,19.6433,19.34,186,0.8012699999999953,0.3936400000000049,0.2685999999999993,2.6007799999999985,0.5600000000000005,0.8978014588356018,0.1406571865081787,0.1630935758648919,0.5125223994255066,0.17233680188655853
187,20.641579999999998,0.02681808,20.121389999999998,0.02554997,20.04639,0.03751516,19.79866,0.11420029999999999,0.06278975,15.862,0.115,15.216,0.154,20.80175,20.28725,20.21187,20.02593,187,0.5201899999999995,0.07499999999999929,0.24772999999999712,3.9366600000000016,0.6460000000000008,0.9397497177124023,0.167228102684021,0.9496178741195244,1.1039340496063232,0.1810610592365265
188,19.6622,0.02880704,19.23163,0.028888099999999996,18.97619,0.03762759,19.01339,0.1575312,0.04106291,16.051,0.073,15.902999999999999,0.239,21.45883,21.07207,20.83754,20.485329999999998,188,0.43056999999999945,0.2554400000000001,-0.03720000000000212,2.9623900000000027,0.1479999999999997,0.938386857509613,0.1983855962753296,0.22849283830790262,0.4710967540740967,0.21659758687019348
189,15.9088,0.0029180559999999996,15.078870000000002,0.002469213,14.6775,0.002567662,14.367370000000001,0.0043105290000000004,0.04768462,12.359000000000002,0.006999999999999999,12.357000000000001,0.013000000000000001,17.60547,16.83085,16.491970000000002,16.11784,189,0.8299299999999974,0.4013700000000018,0.31012999999999913,2.0083699999999993,0.002000000000000668,0.9518150687217712,0.188065767288208,0.09071625496364134,0.24541901051998138,0.204762801527977
190,18.98691,0.01263077,17.98678,0.008920725,17.47736,0.00850848,17.10435,0.02193007,0.07319095,14.718,0.04,14.479000000000001,0.07200000000000001,20.12831,18.96538,18.439870000000003,18.12526,190,1.0001300000000022,0.5094199999999987,0.37301000000000073,2.38635,0.238999999999999,0.9197972416877747,0.13051104545593262,0.10892409948128524,0.36404502391815186,0.15616825222969055
191,19.411929999999998,0.01814017,18.273670000000003,0.01018789,17.7805,0.009682020999999999,17.43251,0.02244658,0.05969505,14.863,0.036000000000000004,14.828,0.11599999999999999,20.360570000000003,19.38715,18.967389999999998,18.5339,191,1.1382599999999954,0.4931700000000028,0.34798999999999936,2.569510000000001,0.03500000000000014,0.9154989719390869,0.10507082939147949,0.17351297681670014,0.3381088674068451,0.1308251917362213
192,17.19558,0.004905049,16.47511,0.004298118,16.123170000000002,0.004551273,15.842,0.008251795,0.06124121,13.349,0.013999999999999999,13.128,0.035,18.82163,18.36006,18.15117,17.701420000000002,192,0.7204699999999988,0.35193999999999903,0.28117000000000125,2.4930000000000003,0.22100000000000009,0.9790791273117065,0.16250431537628174,0.10649571338093677,0.18809035420417786,0.16921661794185638
193,16.655920000000002,0.004072404,16.26229,0.00424241,16.00887,0.00476022,15.85339,0.01620298,0.06550384,13.755,0.019,13.595,0.028999999999999998,18.9879,18.75452,18.37828,18.315839999999998,193,0.3936300000000017,0.2534199999999984,0.1554800000000025,2.0983899999999984,0.16000000000000014,0.9839879870414734,0.20537829399108887,0.055915059506953635,0.146810844540596,0.21082523465156555
194,21.4965,0.05846704,20.74395,0.044994099999999995,20.4026,0.05491195,20.4883,0.20928899999999998,0.0631694,15.95,0.11699999999999999,15.505999999999998,0.17,21.85109,21.13942,20.83052,20.77466,194,0.7525499999999994,0.34135000000000204,-0.08569999999999922,4.5383,0.44400000000000084,0.9369149208068848,0.1559467315673828,0.684931705357199,0.8402785658836365,0.17040704190731049
195,21.81407,0.07075452,20.88651,0.04696545,20.54599,0.05750126,20.36326,0.17278179999999999,0.05591054,16.197,0.09699999999999999,15.779000000000002,0.17300000000000001,21.98186,21.17559,20.84437,20.646910000000002,195,0.9275599999999997,0.3405200000000015,0.1827299999999994,4.166260000000001,0.4179999999999975,0.9072006940841675,0.15696245431900024,0.6811042848262087,0.9399121403694153,0.18064013123512268
196,19.10837,0.017496099999999997,18.13609,0.01246335,17.703429999999997,0.01311184,17.38574,0.03426943,0.05227069,14.749,0.039,14.258,0.06,20.99382,20.10373,19.61351,19.258029999999998,196,0.9722800000000014,0.43266000000000204,0.3176899999999989,2.636739999999998,0.49100000000000144,0.9750584363937378,0.13213282823562622,0.13944950849803808,0.22740395367145538,0.13944610953330994
197,20.11684,0.04785299,18.8509,0.02400563,18.44422,0.02858796,18.24276,0.08389279,0.04830664,15.954,0.1,15.44,0.17800000000000002,21.78541,20.58375,20.100479999999997,19.8511,197,1.2659400000000005,0.40667999999999793,0.20146000000000086,2.28876,0.5140000000000011,0.909265398979187,0.13274610042572021,0.26491852773414226,0.526960015296936,0.16064706444740295
198,19.657320000000002,0.01685791,18.66733,0.01080767,18.243,0.01193447,17.87453,0.02749933,0.05069127,14.775,0.028999999999999998,14.667,0.12,20.13417,19.2541,18.806060000000002,18.40926,198,0.9899900000000024,0.4243300000000012,0.3684699999999985,3.0995299999999997,0.10800000000000054,0.9133983850479126,0.1044359803199768,0.23081566275121299,0.3979017436504364,0.1299736201763153
199,20.972160000000002,0.04114706,20.31845,0.03578584,20.04286,0.04492793,19.581870000000002,0.11266300000000001,0.04728395,15.870999999999999,0.109,15.54,0.166,21.466279999999998,20.87078,20.62409,20.10386,199,0.6537100000000038,0.27558999999999756,0.4609899999999989,3.7108700000000034,0.3309999999999995,0.9036980867385864,0.18085265159606934,0.5552539625459492,0.8655955791473389,0.20666861534118652
200,17.10428,0.004491304000000001,16.67393,0.004314334,16.337020000000003,0.004388743,16.19801,0.01035412,0.06114772,13.569,0.018000000000000002,13.157,0.024,18.258470000000003,17.8392,17.620820000000002,17.40932,200,0.4303500000000007,0.33690999999999605,0.13901000000000252,2.629009999999999,0.4120000000000008,0.9705548882484436,0.1726762056350708,0.11042096566328452,0.2321021854877472,0.18209458887577057
201,19.53204,0.01624695,18.759929999999997,0.01293357,18.34085,0.01321956,18.06271,0.03461008,0.05151505,15.571,0.086,15.564,0.2,20.40796,19.687279999999998,19.307370000000002,19.04381,201,0.7721100000000014,0.41907999999999745,0.2781400000000005,2.4917099999999994,0.006999999999999673,0.8704296946525574,0.12727606296539307,0.15019382368894982,0.4293253719806671,0.166838139295578
202,18.093339999999998,0.01061907,17.73473,0.01163177,17.53823,0.01880483,17.42312,0.05423629,0.0621645,15.550999999999998,0.063,15.41,0.161,20.32722,20.0274,20.115920000000003,19.873839999999998,202,0.35860999999999876,0.19650000000000034,0.11510999999999783,1.8721200000000024,0.14099999999999824,0.9488298892974854,0.22814983129501343,0.05734991288323694,0.2859525978565216,0.24572089314460754
203,19.552629999999997,0.01842431,18.83865,0.015569399999999999,18.46605,0.01625861,18.304920000000003,0.05077316,0.04499278,15.479000000000001,0.066,15.091,0.115,20.6892,19.98765,19.60514,19.38897,203,0.7139799999999958,0.37260000000000204,0.16112999999999644,2.8259200000000018,0.3880000000000017,0.9390078783035278,0.14692461490631104,0.13982979561651104,0.35589849948883057,0.1654995083808899
204,19.56254,0.01774663,18.49726,0.01130498,17.9957,0.01124383,17.61443,0.03306778,0.05689346,14.689,0.026000000000000002,14.243,0.071,20.65607,19.637420000000002,19.15824,18.66757,204,1.0652799999999978,0.5015600000000013,0.38127000000000066,2.9254299999999986,0.44599999999999973,0.9613893032073975,0.0972365140914917,0.24181502986569364,0.3265615403652191,0.10894753038883209
205,21.03022,0.04209084,19.89325,0.02412147,19.48862,0.02776334,19.20838,0.07549405,0.04978453,15.818,0.092,15.386,0.198,21.47533,20.466279999999998,20.07628,19.78791,205,1.1369700000000016,0.4046299999999974,0.2802400000000027,3.3903799999999986,0.4320000000000004,0.9439219832420349,0.06969398260116577,0.35090517097891566,0.4517189860343933,0.0853508934378624
206,20.21686,0.02557218,19.3915,0.01930226,19.02414,0.02152324,18.733060000000002,0.07206223,0.05736846,16.067,0.078,15.682,0.20600000000000002,20.96861,20.19065,19.86804,19.49664,206,0.8253599999999999,0.36736000000000146,0.29107999999999734,2.6660600000000017,0.3849999999999998,0.8671448826789856,0.14433729648590088,0.1585053903125937,0.5661025047302246,0.1849474012851715
207,21.67896,0.07515825,20.38035,0.03782437,19.98766,0.0410038,19.611710000000002,0.1340667,0.05751992,16.257,0.105,15.67,0.18600000000000003,22.15298,20.93153,20.58791,20.11455,207,1.29861,0.3926899999999982,0.37594999999999956,3.3547100000000007,0.5870000000000015,0.876255989074707,0.13395631313323975,0.6042827680687555,0.9440287947654724,0.16909916698932648
208,15.7968,0.003364335,15.067670000000001,0.002958485,14.65228,0.0030359959999999996,14.35273,0.008175689,0.06026822,12.328,0.006999999999999999,12.213,0.013999999999999999,19.40011,18.53791,18.09179,17.81052,208,0.7291299999999978,0.41539000000000215,0.29955,2.02473,0.11500000000000021,0.9936967492103577,0.18395400047302246,0.05740736828111763,0.0859977975487709,0.18608397245407104
